Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
388938000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
389155000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
389352000,00000162,0,R,0,2,00,00,,,,,,
389557000,00000165,0,R,0,1,47,,,,,,,
390490000,00000165,0,R,0,1,47,,,,,,,
390702000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
390921000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
391175000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
391449000,00000263,0,R,0,4,E0,80,60,00,,,,
391677000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
391908000,00000263,0,R,0,4,30,80,B0,00,,,,
392207000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
392443000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
392679000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
393609000,00000263,0,R,0,4,D0,80,50,00,,,,
393916000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
394172000,00000402,0,R,0,6,03,01,00,00,00,00,,
394421000,00000165,0,R,0,1,47,,,,,,,
394681000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
395018000,00000324,0,R,0,4,00,40,C0,80,,,,
395342000,0000040C,0,R,0,6,11,01,00,00,00,00,,
395550000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
395764000,00000165,0,R,0,1,47,,,,,,,
396024000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
396926000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
397146000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
397450000,00000162,0,R,0,2,00,00,,,,,,
397667000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
397887000,00000324,0,R,0,4,00,40,20,60,,,,
398128000,00000222,0,R,0,8,D5,00,3A,8B,00,00,00,00
398414000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
398646000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
398882000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
399121000,00000324,0,R,0,4,00,40,E0,A0,,,,
400098000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
400346000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
400588000,00000407,0,R,0,6,0A,01,00,00,00,00,,
400844000,00000570,0,R,0,4,00,00,00,00,,,,
401157000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
401431000,00000407,0,R,0,6,0A,01,00,00,00,00,,
401782000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
402029000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
402225000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
402413000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
403273000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
403536000,00000324,0,R,0,4,00,40,A0,E0,,,,
403740000,00000403,0,R,0,6,07,01,00,00,00,00,,
403944000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
404162000,00000360,0,R,0,8,00,0C,8B,00,00,00,00,00
404436000,00000411,0,R,0,6,00,01,00,00,00,00,,
404655000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
404872000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
405102000,00000324,0,R,0,4,00,40,A0,E0,,,,
405387000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
406335000,00000165,0,R,0,1,47,,,,,,,
406569000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
406862000,00000165,0,R,0,1,47,,,,,,,
407098000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
407346000,0000070A,0,R,0,8,29,51,1E,1A,03,00,00,08
407583000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
407891000,00000401,0,R,0,6,02,01,00,00,00,00,,
408142000,00000324,0,R,0,4,00,40,00,40,,,,
408328000,00000165,0,R,0,1,47,,,,,,,
408522000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
409478000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
409687000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
409897000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
410144000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
410415000,00000402,0,R,0,6,03,01,00,00,00,00,,
410625000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
410841000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
411130000,00000411,0,R,0,6,00,01,00,00,00,00,,
411373000,00000462,0,R,0,8,00,40,45,06,6E,95,18,00
411615000,00000401,0,R,0,6,02,01,00,00,00,00,,
412559000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
412858000,00000401,0,R,0,6,02,01,00,00,00,00,,
413094000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
413336000,0000070C,0,R,0,8,10,52,19,06,07,00,00,00
413577000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
413895000,00000165,0,R,0,1,47,,,,,,,
414139000,00000222,0,R,0,8,D6,00,3A,8B,00,00,00,00
414406000,00000411,0,R,0,6,00,01,00,00,00,00,,
414601000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
414855000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
415764000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
415966000,0000040C,0,R,0,6,11,01,00,00,00,00,,
416228000,00000165,0,R,0,1,47,,,,,,,
416437000,0000040C,0,R,0,6,11,01,00,00,00,00,,
416653000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
416865000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
417147000,00000324,0,R,0,4,00,40,20,60,,,,
417362000,00000360,0,R,0,8,00,0C,8B,00,00,00,00,00
417586000,00000165,0,R,0,1,47,,,,,,,
417811000,00000402,0,R,0,6,03,01,00,00,00,00,,
418810000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
419048000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
419288000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
419533000,00000324,0,R,0,4,00,40,A0,E0,,,,
419860000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
420113000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
420368000,00000570,0,R,0,4,00,00,00,00,,,,
420685000,00000165,0,R,0,1,47,,,,,,,
420944000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
421138000,00000165,0,R,0,1,47,,,,,,,
422011000,00000162,0,R,0,2,00,00,,,,,,
422271000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
422470000,00000324,0,R,0,4,00,40,00,40,,,,
422678000,00000324,0,R,0,4,00,40,A0,E0,,,,
422908000,00000403,0,R,0,6,07,01,00,00,00,00,,
423185000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
423414000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
423648000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
423916000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
424199000,00000402,0,R,0,6,03,01,00,00,00,00,,
425141000,00000400,0,R,0,6,01,01,00,00,00,00,,
425373000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
425678000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
425926000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
426194000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
426442000,0000040C,0,R,0,6,11,01,00,00,00,00,,
426760000,00000360,0,R,0,8,00,0C,8B,00,00,00,00,00
427027000,00000401,0,R,0,6,02,01,00,00,00,00,,
427322000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
427523000,00000324,0,R,0,4,00,40,A0,E0,,,,
428420000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
428647000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
428852000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
429065000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
429339000,00000324,0,R,0,4,00,40,40,00,,,,
429558000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
429778000,0000040C,0,R,0,6,11,01,00,00,00,00,,
430074000,00000403,0,R,0,6,07,01,00,00,00,00,,
430303000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
430538000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
431431000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
431738000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
431978000,00000263,0,R,0,4,30,80,B0,00,,,,
432219000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
432466000,00000263,0,R,0,4,80,80,00,00,,,,
432808000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
433059000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
433335000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
433644000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
433903000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
434754000,00000263,0,R,0,4,90,80,10,00,,,,
434974000,00000264,0,R,0,8,01,08,0D,00,00,00,00,02
435255000,00000400,0,R,0,6,01,01,00,00,00,00,,
435482000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
435704000,00000261,0,R,0,8,0A,08,00,FA,00,00,00,00
435941000,00000703,0,R,0,8,76,50,0C,18,04,00,00,00
436220000,00000711,0,R,0,8,42,51,16,19,04,00,00,00
436444000,00000521,0,R,0,8,2E,1D,1E,00,01,05,8F,00
436687000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
436965000,00000324,0,R,0,4,00,40,00,40,,,,
437912000,00000165,0,R,0,1,47,,,,,,,
438144000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
438378000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
438637000,00000165,0,R,0,1,47,,,,,,,
438923000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
439166000,00000160,0,R,0,5,00,00,00,00,00,,,
439402000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
439708000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
439956000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
440228000,00000165,0,R,0,1,47,,,,,,,
441063000,00000360,0,R,0,8,00,0C,8B,00,00,00,00,00
441309000,00000324,0,R,0,4,00,40,C0,80,,,,
441514000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
441710000,00000263,0,R,0,4,50,80,D0,00,,,,
441910000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
442190000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
442399000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
442609000,00000401,0,R,0,6,02,01,00,00,00,00,,
442841000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
443114000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
443981000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
444207000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
444507000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
444736000,00000224,0,R,0,8,00,00,00,6E,00,00,1A,00
444972000,0000040C,0,R,0,6,11,01,00,00,00,00,,
445211000,00000403,0,R,0,6,07,01,00,00,00,00,,
445509000,00000411,0,R,0,6,00,01,00,00,00,00,,
445755000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
446007000,00000402,0,R,0,6,03,01,00,00,00,00,,
446251000,00000701,0,R,0,8,51,51,0B,0B,03,00,00,00
447209000,00000407,0,R,0,6,0A,01,00,00,00,00,,
447409000,00000521,0,R,0,8,2E,1D,1E,00,01,05,89,00
447612000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
447815000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
448074000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
448290000,00000324,0,R,0,4,00,40,A0,E0,,,,
448520000,00000222,0,R,0,8,D6,00,3A,8B,00,00,00,00
448798000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
449025000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
449254000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
450114000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
450410000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
450645000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
450890000,00000401,0,R,0,6,02,01,00,00,00,00,,
451130000,00000324,0,R,0,4,00,40,60,20,,,,
451437000,00000162,0,R,0,2,00,00,,,,,,
451688000,00000400,0,R,0,6,01,01,00,00,00,00,,
451936000,00000324,0,R,0,4,00,40,E0,A0,,,,
452219000,00000162,0,R,0,2,00,00,,,,,,
452549000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
453427000,00000265,0,R,0,8,00,08,01,00,00,00,00,00
453631000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
453898000,00000570,0,R,0,4,00,00,00,00,,,,
454118000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
454320000,00000407,0,R,0,6,0A,01,00,00,00,00,,
454526000,00000263,0,R,0,4,50,80,D0,00,,,,
454808000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
455032000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
455246000,00000263,0,R,0,4,C0,80,40,00,,,,
455468000,00000401,0,R,0,6,02,01,00,00,00,00,,
456394000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
456618000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
456851000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
457101000,00000411,0,R,0,6,00,01,00,00,00,00,,
457396000,00000462,0,R,0,8,00,40,45,06,6E,95,18,00
457640000,00000401,0,R,0,6,02,01,00,00,00,00,,
457890000,00000263,0,R,0,4,60,80,E0,00,,,,
458206000,00000403,0,R,0,6,07,01,00,00,00,00,,
458459000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
458751000,00000263,0,R,0,4,E0,80,60,00,,,,
459602000,00000403,0,R,0,6,07,01,00,00,00,00,,
459860000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
460063000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
460269000,00000265,0,R,0,8,00,08,01,00,00,00,00,00
460493000,00000324,0,R,0,4,00,40,D0,90,,,,
460771000,00000222,0,R,0,8,D6,00,3A,8B,00,00,00,00
460990000,00000264,0,R,0,8,00,08,00,00,00,00,00,00
461213000,00000700,0,R,0,8,15,51,14,52,04,00,00,00
461442000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
461741000,00000263,0,R,0,4,C0,80,40,00,,,,
462597000,00000263,0,R,0,4,F0,80,70,00,,,,
462835000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
463138000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
463378000,00000324,0,R,0,4,00,40,90,D0,,,,
463631000,0000040C,0,R,0,6,11,01,00,00,00,00,,
463888000,00000360,0,R,0,8,00,0C,8B,00,00,00,00,00
464192000,00000324,0,R,0,4,00,40,10,50,,,,
464452000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
464712000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
464983000,00000222,0,R,0,8,D6,00,3A,8B,00,00,00,00
465922000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
466144000,00000707,0,R,0,8,15,50,14,54,04,00,00,00
466383000,0000070A,0,R,0,8,29,51,1E,1A,03,00,00,08
466599000,00000401,0,R,0,6,02,01,00,00,00,00,,
466868000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
467085000,00000324,0,R,0,4,00,40,70,30,,,,
467308000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
467616000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
467833000,00000263,0,R,0,4,90,80,10,00,,,,
468057000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
468963000,00000263,0,R,0,4,E0,80,60,00,,,,
469255000,00000407,0,R,0,6,0A,01,00,00,00,00,,
469486000,00000263,0,R,0,4,A0,80,20,00,,,,
469725000,00000324,0,R,0,4,00,40,90,D0,,,,
469975000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
470285000,00000411,0,R,0,6,00,01,00,00,00,00,,
470534000,00000324,0,R,0,4,00,40,10,50,,,,
470801000,00000360,0,R,0,8,00,0C,8B,00,00,00,00,00
471068000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
471382000,00000263,0,R,0,4,C0,80,40,00,,,,
472309000,00000403,0,R,0,6,07,01,00,00,00,00,,
472520000,00000525,0,R,0,8,24,F8,00,00,00,00,00,00
472813000,00000325,0,R,0,8,00,00,00,00,78,2E,00,04
473031000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
473235000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
473430000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
473695000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
473916000,00000222,0,R,0,8,D7,00,3A,8B,00,00,00,00
474129000,00000222,0,R,0,8,D7,00,3A,8B,00,00,00,00
474348000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
475310000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
475533000,00000265,0,R,0,8,00,08,01,00,00,00,00,00
475755000,00000162,0,R,0,2,00,00,,,,,,
475989000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
476277000,0000040B,0,R,0,6,0C,01,00,00,00,00,,
476508000,00000263,0,R,0,4,00,80,80,00,,,,
476748000,00000265,0,R,0,8,00,08,01,00,00,00,00,00
477054000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
477301000,00000401,0,R,0,6,02,01,00,00,00,00,,
477540000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
478459000,00000165,0,R,0,1,47,,,,,,,
478710000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
478905000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
479125000,00000265,0,R,0,8,00,08,01,00,00,00,00,00
479329000,00000401,0,R,0,6,02,01,00,00,00,00,,
479617000,00000165,0,R,0,1,47,,,,,,,
479825000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
480037000,0000040C,0,R,0,6,11,01,00,00,00,00,,
480249000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
480524000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
481433000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
481656000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
481937000,00000570,0,R,0,4,00,00,00,00,,,,
482171000,00000324,0,R,0,4,00,40,50,10,,,,
482397000,0000070A,0,R,0,8,29,51,1E,1A,03,00,00,08
482646000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
482938000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
483184000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
483436000,0000070A,0,R,0,8,29,51,1E,1A,03,00,00,08
483682000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
484727000,00000324,0,R,0,4,00,40,F0,B0,,,,
484923000,00000324,0,R,0,4,00,40,10,50,,,,
485119000,00000711,0,R,0,8,42,51,16,19,04,00,00,00
485332000,00000462,0,R,0,8,00,40,12,06,6E,95,18,00
485590000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
485809000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
486028000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
486302000,00000461,0,R,0,8,00,00,00,17,1B,80,00,00
486516000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
486738000,00000400,0,R,0,6,01,01,00,00,00,00,,
487664000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
487951000,00000570,0,R,0,4,00,00,00,00,,,,
488178000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
488412000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
488658000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
488967000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,00
489217000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
489477000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
489731000,00000263,0,R,0,4,40,80,C0,00,,,,
490043000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
491002000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
491210000,00000701,0,R,0,8,51,51,0B,0B,03,00,00,00
491476000,00000402,0,R,0,6,03,01,00,00,00,00,,
491686000,0000070B,0,R,0,8,16,50,36,D4,05,50,00,01
491890000,00000324,0,R,0,4,00,40,F0,B0,,,,
492116000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
492393000,00000325,0,R,0,8,00,00,00,00,78,30,00,04
492663000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
492889000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
493116000,00000164,0,R,0,8,80,01,06,00,00,00,00,00
494132000,00000162,0,R,0,2,00,00,,,,,,
494354000,00000165,0,R,0,1,47,,,,,,,
494616000,00000702,0,R,0,8,76,50,0C,18,04,00,00,00
494858000,0000070B,0,R,0,8,16,50,16,D4,05,50,00,01
495142000,00000264,0,R,0,8,01,08,0C,00,00,00,00,02
495391000,00000264,0,R,0,8,01,08,0C,00,00,00,00,02
495646000,00000263,0,R,0,4,F0,80,70,00,,,,
495957000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,0F
496205000,00000324,0,R,0,4,00,40,10,50,,,,
496458000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
497447000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,0F
497700000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
497904000,00000222,0,R,0,8,D7,00,3A,8B,00,00,00,00
498119000,00000707,0,R,0,8,15,50,14,54,04,00,00,00
498329000,0000062A,0,R,0,8,5A,5A,09,35,53,37,77,32
498603000,00000702,0,R,0,8,76,50,0C,18,04,00,00,00
498821000,00000403,0,R,0,6,07,01,00,00,00,00,,
499051000,00000525,0,R,0,8,24,F8,00,00,00,00,00,01
499285000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,1F
499567000,00000263,0,R,0,4,60,80,E0,00,,,,
500529000,00000462,0,R,0,8,00,00,11,06,00,96,18,00
500765000,00000522,0,R,0,8,00,00,00,00,00,00,00,00
501075000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
501319000,00000701,0,R,0,8,51,51,0B,0B,03,00,00,00
501563000,0000040C,0,R,0,6,11,11,00,00,00,00,,
501831000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
502149000,00000325,0,R,0,8,00,00,00,00,78,30,00,0F
502414000,00000224,0,R,0,8,00,00,00,6D,00,00,1A,1F
502682000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
502946000,00000400,0,R,0,6,01,11,00,00,00,00,,
503941000,00000165,0,R,0,1,00,,,,,,,
504155000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
504374000,0000070C,0,R,0,8,10,52,19,46,07,00,00,00
504587000,00000400,0,R,0,6,01,11,00,00,00,00,,
504865000,00000164,0,R,0,8,80,00,06,00,00,00,00,00
505090000,0000040C,0,R,0,6,11,31,00,00,00,00,,
534956000,00000402,0,R,0,6,02,02,10,08,00,00,,
535922000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
536298000,00000401,0,R,0,6,02,01,00,00,00,00,,
536515999,00000411,0,R,0,6,00,01,00,00,00,00,,
536729000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
536980000,00000400,0,R,0,6,01,01,00,00,00,00,,
537257000,00000521,0,R,0,8,1F,3F,3F,7F,0F,1F,FF,00
537477000,00000261,0,R,0,8,0A,08,00,FA,00,00,00,00
537734000,00000263,0,R,0,4,80,80,00,00,,,,
537948000,00000407,0,R,0,6,0A,01,00,00,00,00,,
538236000,00000411,0,R,0,6,00,01,00,00,00,00,,
539150000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
539357000,00000411,0,R,0,6,00,01,00,00,00,00,,
539631000,00000403,0,R,0,6,07,01,00,00,00,00,,
539853000,00000160,0,R,0,5,00,00,00,00,00,,,
540072000,00000264,0,R,0,8,00,08,00,00,00,00,00,02
540305000,00000222,0,R,0,8,D8,00,3A,8A,00,00,00,00
540611000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
540861000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
541097000,00000401,0,R,0,6,02,11,00,00,00,00,,
541342000,00000260,0,R,0,8,00,03,00,00,92,00,00,00
542351000,00000403,0,R,0,6,07,11,00,00,00,00,,
542639000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
542827000,00000165,0,R,0,1,00,,,,,,,
543022000,00000264,0,R,0,8,00,08,00,00,00,00,00,02
543285000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
543472000,00000570,0,R,0,4,00,00,00,00,,,,
543669000,00000263,0,R,0,4,40,80,C0,00,,,,
543940000,00000325,0,R,0,8,FF,7F,00,00,78,2E,00,0F
544142000,00000263,0,R,0,4,80,80,00,00,,,,
544357000,00000401,0,R,0,6,02,11,00,00,00,00,,
545298000,00000265,0,R,0,8,00,08,01,00,00,00,00,02
545580000,0000040C,0,R,0,6,11,31,00,00,00,00,,
564874000,00000411,0,R,0,6,11,02,10,01,00,00,,
565836000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
566059000,00000222,0,R,0,8,D8,00,3A,8A,00,00,00,00
566292000,00000525,0,R,0,8,FF,FF,0F,00,00,00,00,01
566534000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
566823000,0000040A,0,R,0,6,0B,01,00,00,00,00,,
567049000,00000260,0,R,0,8,00,01,00,00,92,00,00,00
567289000,00000164,0,R,0,8,80,00,00,00,00,00,00,00
567533000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
567855000,00000411,0,R,0,6,00,01,00,00,00,00,,
568109000,00000222,0,R,0,8,D8,00,3A,8A,00,00,00,00
569114000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
569454000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
569660000,00000403,0,R,0,6,07,01,00,00,00,00,,
569855000,00000263,0,R,0,4,70,80,F0,00,,,,
570063000,00000407,0,R,0,6,0A,11,00,00,00,00,,
570355000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
570555000,00000263,0,R,0,4,E0,80,60,00,,,,
570774000,00000401,0,R,0,6,02,01,00,00,00,00,,
570982000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
571274000,00000401,0,R,0,6,02,01,00,00,00,00,,
572178000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
572406000,00000400,0,R,0,6,01,11,00,00,00,00,,
572634000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
572917000,00000462,0,R,0,8,00,00,11,06,00,99,17,00
573146000,0000062F,0,R,0,8,7D,CF,1C,02,4D,00,10,1F
573383000,00000360,0,R,0,8,00,0C,8A,00,00,00,00,00
573690000,00000400,0,R,0,6,01,11,00,00,00,00,,
573945000,0000040A,0,R,0,6,0B,11,00,00,00,00,,
574194000,00000403,0,R,0,6,07,11,00,00,00,00,,
574448000,00000400,0,R,0,6,01,11,00,00,00,00,,
575428000,00000222,0,R,0,8,D8,00,3A,8A,00,00,00,00
575725000,00000411,0,R,0,6,00,11,00,00,00,00,,
575950000,00000224,0,R,0,8,00,00,7F,00,00,7F,00,1F
576157000,00000521,0,R,0,8,1F,3F,3F,7F,0F,1F,FF,00
