Timestamp;ID;IDhex;Data
497.878;356;164;80 00 06 00 00 00 00 00
498.082;546;222;D7 00 3A 8B 00 00 00 00
498.297;1799;707;15 50 14 54 04 00 00 00
498.507;1578;62A;5A 5A 09 35 53 37 77 32
498.781;1794;702;76 50 0C 18 04 00 00 00
498.999;1027;403;07 01 00 00 00 00
499.229;1317;525;24 F8 00 00 00 00 00 01
499.463;548;224;00 00 00 6D 00 00 1A 1F
499.745;611;263;60 80 E0 00
500.707;1122;462;00 00 11 06 00 96 18 00
500.943;1314;522;00 00 00 00 00 00 00 00
501.253;613;265;00 08 01 00 00 00 00 02
501.497;1793;701;51 51 0B 0B 03 00 00 00
501.741;1036;40C;11 11 00 00 00 00
502.009;1583;62F;7D CF 1C 02 4D 00 10 1F
502.327;805;325;00 00 00 00 78 30 00 0F
502.592;548;224;00 00 00 6D 00 00 1A 1F
502.860;356;164;80 00 06 00 00 00 00 00
503.124;1024;400;01 11 00 00 00 00
504.119;357;165;00
504.333;1583;62F;7D CF 1C 02 4D 00 10 1F
504.552;1804;70C;10 52 19 46 07 00 00 00
504.765;1024;400;01 11 00 00 00 00
505.043;356;164;80 00 06 00 00 00 00 00
505.268;1036;40C;11 31 00 00 00 00
535.134;1026;402;02 02 10 08 00 00
536.100;1034;40A;0B 01 00 00 00 00
536.476;1025;401;02 01 00 00 00 00
536.694;1041;411;00 01 00 00 00 00
536.907;548;224;00 00 7F 00 00 7F 00 1F
537.158;1024;400;01 01 00 00 00 00
537.435;1313;521;1F 3F 3F 7F 0F 1F FF 00
537.655;609;261;0A 08 00 FA 00 00 00 00
537.912;611;263;80 80 00 00
538.126;1031;407;0A 01 00 00 00 00
538.414;1041;411;00 01 00 00 00 00
539.328;1034;40A;0B 01 00 00 00 00
539.535;1041;411;00 01 00 00 00 00
539.809;1027;403;07 01 00 00 00 00
540.031;352;160;00 00 00 00 00
540.250;612;264;00 08 00 00 00 00 00 02
540.483;546;222;D8 00 3A 8A 00 00 00 00
540.789;548;224;00 00 7F 00 00 7F 00 1F
541.039;548;224;00 00 7F 00 00 7F 00 1F
541.275;1025;401;02 11 00 00 00 00
541.520;608;260;00 03 00 00 92 00 00 00
542.529;1027;403;07 11 00 00 00 00
542.817;1583;62F;7D CF 1C 02 4D 00 10 1F
543.005;357;165;00
543.200;612;264;00 08 00 00 00 00 00 02
543.463;548;224;00 00 7F 00 00 7F 00 1F
543.650;1392;570;00 00 00 00
543.847;611;263;40 80 C0 00
544.118;805;325;FF 7F 00 00 78 2E 00 0F
544.320;611;263;80 80 00 00
544.535;1025;401;02 11 00 00 00 00
545.476;613;265;00 08 01 00 00 00 00 02
545.758;1036;40C;11 31 00 00 00 00
565.052;1041;411;11 02 10 01 00 00
566.014;548;224;00 00 7F 00 00 7F 00 1F
566.237;546;222;D8 00 3A 8A 00 00 00 00
566.470;1317;525;FF FF 0F 00 00 00 00 01
566.712;548;224;00 00 7F 00 00 7F 00 1F
567.001;1034;40A;0B 01 00 00 00 00
567.227;608;260;00 01 00 00 92 00 00 00
567.467;356;164;80 00 00 00 00 00 00 00
567.711;548;224;00 00 7F 00 00 7F 00 1F
568.033;1041;411;00 01 00 00 00 00
568.287;546;222;D8 00 3A 8A 00 00 00 00
569.292;1583;62F;7D CF 1C 02 4D 00 10 1F
569.632;548;224;00 00 7F 00 00 7F 00 1F
569.838;1027;403;07 01 00 00 00 00
570.033;611;263;70 80 F0 00
570.241;1031;407;0A 11 00 00 00 00
570.533;548;224;00 00 7F 00 00 7F 00 1F
570.733;611;263;E0 80 60 00
570.952;1025;401;02 01 00 00 00 00
571.160;548;224;00 00 7F 00 00 7F 00 1F
571.452;1025;401;02 01 00 00 00 00
572.356;548;224;00 00 7F 00 00 7F 00 1F
572.584;1024;400;01 11 00 00 00 00
572.812;1034;40A;0B 11 00 00 00 00
573.095;1122;462;00 00 11 06 00 99 17 00
573.324;1583;62F;7D CF 1C 02 4D 00 10 1F
573.561;864;360;00 0C 8A 00 00 00 00 00
573.868;1024;400;01 11 00 00 00 00
574.123;1034;40A;0B 11 00 00 00 00
574.372;1027;403;07 11 00 00 00 00
574.626;1024;400;01 11 00 00 00 00
575.606;546;222;D8 00 3A 8A 00 00 00 00
575.903;1041;411;00 11 00 00 00 00
576.128;548;224;00 00 7F 00 00 7F 00 1F
576.335;1313;521;1F 3F 3F 7F 0F 1F FF 00
576.599;611;263;80 80 00 00
576.810;613;265;06 08 01 00 00 00 00 00
577.033;546;222;D8 00 3A 8A 00 00 00 00
577.247;805;325;FF 7F 00 00 78 2E 00 0F
577.522;548;224;00 00 7F 00 00 7F 00 1F
577.745;356;164;80 00 02 00 00 00 00 00
578.656;611;263;60 80 E0 00
578.949;1027;403;07 11 00 00 00 00
579.181;1041;411;00 11 00 00 00 00
579.409;1034;40A;0B 11 00 00 00 00
579.645;1025;401;02 01 00 00 00 00
579.944;611;263;90 80 10 00
580.200;1121;461;00 00 00 17 1B 80 00 00
580.465;1024;400;01 11 00 00 00 00
580.767;1026;402;03 31 00 00 00 00
583.422;1041;411;11 02 08 00 00 00
584.389;1578;62A;5A 5A 09 35 53 37 77 32
584.622;546;222;D8 00 3A 8A 00 00 00 00
584.876;1317;525;FF FF 0F 00 00 00 00 01
585.123;1583;62F;7D CF 1C 02 4D 00 10 1F
585.440;1317;525;FF FF 0F 00 00 00 00 01
585.693;548;224;00 00 7F 00 00 7F 00 1F
585.956;1041;411;00 01 00 00 00 00
586.225;548;224;00 00 7F 00 00 7F 00 1F
586.543;611;263;D0 80 50 00
586.819;548;224;00 00 7F 00 00 7F 00 1F
587.711;1392;570;00 00 00 00
587.984;1803;70B;16 50 16 D4 05 50 00 01
588.196;548;224;00 00 7F 00 00 7F 00 1F
588.411;546;222;D9 00 3A 8A 00 00 00 00
588.649;1578;62A;5A 5A 09 35 53 37 77 32
588.930;1025;401;02 11 00 00 00 00
589.155;548;224;00 00 7F 00 00 7F 00 1F
589.397;613;265;06 08 01 00 00 00 00 00
589.647;546;222;D9 00 3A 8A 00 00 00 00
589.940;1034;40A;0B 11 00 00 00 00
590.832;548;224;00 00 7F 00 00 7F 00 1F
591.081;548;224;00 00 7F 00 00 7F 00 1F
591.341;1041;411;00 11 00 00 00 00
591.658;548;224;00 00 7F 00 00 7F 00 1F
591.918;1027;403;07 11 00 00 00 00
592.208;805;325;FF 7F 00 00 78 2E 00 0F
592.532;546;222;D9 00 3A 8A 00 00 00 00
592.787;1026;402;03 11 00 00 00 00
593.089;1024;400;01 11 00 00 00 00
593.323;613;265;06 08 01 00 00 00 00 00
594.284;613;265;06 08 01 00 00 00 00 00
594.495;1036;40C;11 31 00 00 00 00
656.016;1041;411;11 02 10 01 00 00
656.951;1025;401;02 01 00 00 00 00
657.221;1036;40C;11 01 00 00 00 00
657.600;613;265;00 08 01 00 00 00 00 02
657.788;1027;403;07 01 00 00 00 00
657.982;548;224;00 00 7F 00 00 7F 00 1F
658.185;548;224;00 00 7F 00 00 7F 00 1F
658.440;548;224;00 00 7F 00 00 7F 00 1F
658.640;357;165;00
658.848;1036;40C;11 01 00 00 00 00
659.119;357;165;00
660.010;1036;40C;11 01 00 00 00 00
660.240;1024;400;01 01 00 00 00 00
660.457;613;265;00 08 01 00 00 00 00 02
660.727;357;165;00
660.948;1583;62F;7D CF 1C 02 4D 00 10 1F
661.199;546;222;DA 00 3A 8A 00 00 00 00
661.419;1041;411;00 11 00 00 00 00
661.713;613;265;00 08 01 00 00 00 00 02
661.954;1025;401;02 11 00 00 00 00
662.202;546;222;DA 00 3A 8A 00 00 00 00
663.139;548;224;00 00 7F 00 00 7F 00 1F
663.475;1034;40A;0B 11 00 00 00 00
663.765;356;164;80 00 06 00 00 00 00 00
663.958;1583;62F;7D CF 1C 02 4D 00 10 1F
664.246;805;325;FF 7F 00 00 78 2E 00 0F
664.438;1026;402;03 11 00 00 00 00
664.632;357;165;00
664.839;1026;402;03 11 00 00 00 00
665.095;1809;711;42 51 16 19 04 00 00 00
665.302;548;224;00 00 7F 00 00 7F 00 1F
666.205;613;265;00 08 01 00 00 00 00 02
666.432;1036;40C;11 31 00 00 00 00
668.250;1026;402;02 02 10 02 00 00
669.242;1578;62A;5A 5A 09 35 53 37 77 32
669.495;548;224;00 00 7F 00 00 7F 00 1F
669.749;1035;40B;0C 01 00 00 00 00
669.949;548;224;00 00 7F 00 00 7F 00 1F
670.202;548;224;00 00 7F 00 00 7F 00 1F
670.408;864;360;00 0C 8A 00 00 00 00 00
670.610;546;222;DA 00 3A 8A 00 00 00 00
670.822;1031;407;0A 01 00 00 00 00
671.109;356;164;80 00 06 00 00 00 00 00
671.326;1794;702;76 50 0C 18 04 00 00 00
672.257;805;325;FF 7F 00 00 78 2E 00 0F
672.486;548;224;00 00 7F 00 00 7F 00 1F
672.771;548;224;00 00 7F 00 00 7F 00 1F
673.006;548;224;00 00 7F 00 00 7F 00 1F
673.270;1026;402;03 01 00 00 00 00
673.581;1583;62F;7D CF 1C 02 4D 00 10 1F
673.817;1031;407;0A 11 00 00 00 00
674.098;864;360;00 0C 8A 00 00 00 00 00
674.356;1036;40C;11 11 00 00 00 00
674.662;548;224;00 00 7F 00 00 7F 00 1F
675.625;548;224;00 00 7F 00 00 7F 00 1F
675.915;608;260;00 03 00 00 12 00 00 00
676.110;1026;402;03 11 00 00 00 00
676.365;1792;700;15 51 14 52 04 00 00 00
676.574;1031;407;0A 11 00 00 00 00
676.772;1583;62F;7D CF 1C 02 4D 00 10 1F
676.984;612;264;01 08 0C 00 00 00 00 02
677.255;1041;411;00 11 00 00 00 00
677.473;548;224;00 00 7F 00 00 7F 00 1F
677.710;1583;62F;7D CF 1C 02 4D 00 10 1F
678.713;613;265;00 08 01 00 00 00 00 02
678.937;1036;40C;11 31 00 00 00 00
714.898;1041;411;11 02 10 02 00 00
715.894;804;324;00 51 10 41
716.129;611;263;00 80 80 00
716.371;357;165;47
716.624;548;224;00 00 00 6C 00 7F 1A 10
716.931;1036;40C;11 01 00 00 00 00
717.186;357;165;47
717.449;1025;401;02 01 00 00 00 00
717.706;611;263;00 80 80 00
717.965;608;260;00 03 00 00 92 00 00 00
718.181;548;224;00 00 00 6C 00 00 1A 00
719.115;1034;40A;0B 01 00 00 00 00
719.337;1036;40C;11 01 00 00 00 00
719.600;611;263;30 80 B0 00
719.832;804;324;00 41 D0 91
720.062;356;164;80 01 06 00 00 00 00 00
720.351;548;224;00 00 00 6C 00 00 1A 00
720.571;1122;462;00 20 00 06 49 98 18 00
720.811;548;224;00 00 00 6C 00 00 1A 00
721.051;804;324;00 40 90 D0
721.358;611;263;40 80 C0 00
722.333;805;325;00 00 00 00 78 2E 00 04
722.579;354;162;00 00
722.832;1583;62F;7D CF 1C 02 4D 00 10 1F
723.170;1041;411;00 01 00 00 00 00
723.415;548;224;00 00 00 6C 00 00 1A 00
723.678;613;265;00 08 01 00 00 00 00 02
723.942;548;224;00 00 00 6C 00 00 1A 00
724.268;356;164;80 01 06 00 00 00 00 00
724.489;1031;407;0A 01 00 00 00 00
724.703;548;224;00 00 00 6C 00 00 1A 00
725.640;1795;703;76 50 0C 18 04 00 00 00
725.853;1583;62F;7D CF 1C 02 4D 00 10 1F
726.087;548;224;00 00 00 6D 00 00 1A 00
726.309;1036;40C;11 01 00 00 00 00
726.600;1027;403;07 01 00 00 00 00
726.824;804;324;00 40 B0 F0
727.056;1035;40B;0C 01 00 00 00 00
727.293;1026;402;03 01 00 00 00 00
727.584;612;264;01 08 0C 00 00 00 00 02
727.826;612;264;01 08 0C 00 00 00 00 02
728.789;1122;462;00 40 00 06 7A 97 17 00
729.061;612;264;01 08 0C 00 00 00 00 02
729.361;611;263;40 80 C0 00
729.618;548;224;00 00 00 6D 00 00 1A 00
729.881;804;324;00 40 10 50
730.188;1314;522;00 00 00 00 00 00 00 00
730.449;357;165;47
730.762;805;325;00 00 00 00 78 2E 00 04
731.063;1795;703;76 50 0C 18 04 00 00 00
731.311;805;325;00 00 00 00 78 2E 00 04
732.177;357;165;47
732.383;1583;62F;7D CF 1C 02 4D 00 10 1F
732.616;613;265;00 08 01 00 00 00 00 02
732.870;546;222;DB 00 3A 8A 00 00 00 00
733.088;1025;401;02 01 00 00 00 00
733.299;1583;62F;7D CF 1C 02 4D 00 10 1F
733.515;613;265;00 08 01 00 00 00 00 02
733.776;357;165;47
733.993;1804;70C;10 52 19 06 07 00 00 00
734.214;1583;62F;7D CF 1C 02 4D 00 10 1F
735.230;608;260;00 03 00 00 92 00 00 00
735.458;352;160;00 00 00 00 00
735.687;611;263;40 80 C0 00
735.933;1795;703;76 50 0C 18 04 00 00 00
736.221;1034;40A;0B 01 00 00 00 00
736.466;546;222;DB 00 3A 8A 00 00 00 00
736.720;548;224;00 00 00 6D 00 00 1A 00
736.981;1027;403;07 01 00 00 00 00
737.230;1024;400;01 01 00 00 00 00
737.435;805;325;00 00 00 00 78 30 00 04
738.309;1025;401;02 01 00 00 00 00
738.517;354;162;00 00
738.768;357;165;47
738.978;1804;70C;10 52 19 06 07 00 00 00
739.183;613;265;00 08 01 00 00 00 00 02
739.458;1025;401;02 01 00 00 00 00
739.664;804;324;00 40 B0 F0
739.919;1795;703;76 50 0C 18 04 00 00 00
740.152;864;360;00 0C 8A 00 00 00 00 00
740.430;1803;70B;16 50 36 D4 05 50 00 01
741.468;546;222;DB 00 3A 8A 00 00 00 00
741.712;805;325;00 00 00 00 78 30 00 04
741.941;357;165;47
742.240;805;325;00 00 00 00 78 30 00 04
742.482;356;164;80 01 06 00 00 00 00 00
742.737;611;263;A0 80 20 00
742.993;1793;701;51 51 0B 0B 03 00 00 00
743.293;1027;403;07 01 00 00 00 00
743.572;1583;62F;7D CF 1C 02 4D 00 10 1F
743.779;1583;62F;7D CF 1C 02 4D 00 10 1F
744.747;1804;70C;10 52 19 06 07 00 00 00
744.950;1031;407;0A 01 00 00 00 00
745.167;548;224;00 00 00 6D 00 00 1A 00
745.379;611;263;50 80 D0 00
745.639;611;263;70 80 F0 00
745.850;1036;40C;11 01 00 00 00 00
746.077;548;224;00 00 00 6D 00 00 1A 00
746.308;611;263;E0 80 60 00
746.589;1027;403;07 01 00 00 00 00
746.830;1583;62F;7D CF 1C 02 4D 00 10 1F
747.774;546;222;DB 00 3A 8A 00 00 00 00
748.023;1802;70A;29 51 1E 1A 03 00 00 08
748.314;546;222;DB 00 3A 8A 00 00 00 00
748.575;1026;402;03 01 00 00 00 00
748.825;613;265;00 08 01 00 00 00 00 02
749.173;612;264;01 08 0C 00 00 00 00 02
749.428;611;263;C0 80 40 00
749.681;546;222;DB 00 3A 8A 00 00 00 00
749.995;611;263;20 80 A0 00
750.238;611;263;50 80 D0 00
751.143;805;325;00 00 00 00 78 30 00 04
751.354;1803;70B;16 50 16 D4 05 50 00 01
751.561;548;224;00 00 00 6D 00 00 1A 0F
751.823;611;263;50 80 D0 00
752.039;356;164;80 00 06 00 00 00 00 00
752.255;1317;525;24 F8 00 00 00 00 00 00
752.484;548;224;00 00 00 6D 00 00 1A 0F
752.775;611;263;E0 80 60 00
752.997;1392;570;00 00 00 00
753.230;1314;522;00 00 00 00 00 00 00 00
754.242;356;164;80 00 06 00 00 00 00 00
754.495;611;263;F0 80 70 00
754.736;611;263;20 80 A0 00
754.983;356;164;80 00 06 00 00 00 00 00
755.295;1583;62F;7D CF 1C 02 4D 00 10 1F
755.553;1583;62F;7D CF 1C 02 4D 00 10 1F
755.814;1026;402;03 01 00 00 00 00
